ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2044-09-10,53,15000,591,Employed,Associate,30,22089,36,Married,1,Mortgage,901,0.3159059757707831,1,0,0.0259837640692443,0,Home,0,28,28,2334,2471,29512,1788,1250.0,0.8373944438305312,4,27724,0.211589,0.2202868274966206,843.916722220016,1.3959333777760128,0,52.0
2044-09-11,34,28802,620,Employed,Bachelor,8,32222,108,Married,2,Rent,294,0.2837365157086039,2,0,0.0157525831968433,0,Other,1,34,18,1228,600,200237,3275,2400.1666666666665,0.8539623257870774,2,196962,0.267222,0.2699835579903931,797.0463632428498,0.4545710839148045,0,51.0
2044-09-12,41,38373,605,Employed,High School,22,8377,60,Married,4,Rent,430,0.35684799783153,2,2,0.2322428942751652,0,Other,0,25,10,1516,1388,81815,10224,3197.75,0.7927166961522691,4,71591,0.2108769999999999,0.1854046201769575,215.19132571135736,0.2017641547060769,1,38.400000000000006
2044-09-13,27,129863,495,Employed,High School,6,33275,72,Divorced,4,Other,422,0.2307374696982439,2,2,0.2648494556744614,0,Debt Consolidation,0,23,9,5007,1227,35959,1933,10821.916666666666,0.9736173285941938,4,34026,0.300775,0.2667050942228192,930.742567173345,0.1250002757219542,1,40.8
2044-09-14,44,38880,554,Employed,Associate,20,26261,36,Single,3,Mortgage,371,0.8404597088499413,4,2,0.568356551088573,0,Auto,0,22,20,14276,1007,15283,7603,3240.0,0.8304532841265387,8,7680,0.234261,0.2394032160561259,1029.4712470946731,0.4322442120662572,0,62.0
2044-09-15,34,49963,587,Employed,Associate,11,17722,48,Married,3,Mortgage,957,0.1736602104936723,6,0,0.0722717995449669,0,Debt Consolidation,0,29,2,2167,299,39618,16682,4163.583333333333,0.8236549369026872,2,22936,0.219222,0.2233575928959509,561.5861145709077,0.3647305681174247,0,54.0
2044-09-16,52,59581,622,Employed,Associate,29,28443,60,Single,1,Mortgage,129,0.2602031464898544,1,1,0.4042842197214653,0,Other,0,26,29,3219,3907,125115,14745,4965.083333333333,0.9112524974992772,8,110370,0.222443,0.2459230702278479,828.0550707062337,0.1927571012315135,0,49.0
2044-09-17,49,21163,611,Employed,Bachelor,25,17113,36,Married,3,Mortgage,434,0.2129450888169849,5,3,0.175294204104991,0,Debt Consolidation,0,30,1,39730,274,43036,11173,1763.5833333333333,0.5522377994803478,7,31863,0.1966129999999999,0.1572904,599.3555471061801,0.5859408668560299,0,53.0
2044-09-18,34,46355,521,Employed,Associate,11,11861,72,Single,2,Own,785,0.5441684059803016,4,2,0.1120752484165291,0,Debt Consolidation,0,22,24,1473,1893,110275,59724,3862.9166666666665,0.8813065247390609,6,50551,0.266361,0.2853644581423121,345.71307335856505,0.2927096727494937,0,50.0
2044-09-19,38,36458,508,Self-Employed,High School,17,7847,84,Married,4,Rent,493,0.2816989803690851,1,0,0.1057056112077233,0,Education,0,28,20,6210,1233,15367,19027,3038.1666666666665,0.7104152087029415,5,9315,0.278847,0.2626519141937935,205.01182770347,0.2297477078402995,0,54.0
2044-09-20,33,62353,636,Employed,Master,9,35627,48,Single,1,Mortgage,192,0.0882130349303276,1,1,0.0437957804937619,0,Home,0,19,20,2574,1375,26958,1901,5196.083333333333,0.9340295203097564,3,25057,0.212627,0.2057619742521587,1095.1098784247529,0.2477077051801362,0,46.0
2044-09-21,22,51259,576,Employed,High School,0,25735,48,Married,3,Rent,800,0.0743370068364792,4,1,0.1124772633027539,0,Home,0,18,12,9617,2161,39730,8457,4271.583333333333,0.8570222333914449,8,31273,0.232735,0.2212640716747866,812.5760283527445,0.3775124824954239,0,49.0
2044-09-22,29,85894,641,Unemployed,Doctorate,7,19556,36,Married,0,Mortgage,249,0.1664854452022598,5,1,0.4284813205935215,0,Other,0,35,16,2754,2252,40955,15858,7157.833333333333,0.8823306659494502,3,25097,0.184056,0.1960637159862001,722.8547464213905,0.1357749896041246,1,43.2
2044-09-23,42,34274,631,Employed,Doctorate,18,17384,12,Single,2,Mortgage,235,0.4622375856248827,4,0,0.1666642619043433,0,Home,0,23,22,8168,1773,51061,114390,2856.1666666666665,0.9327035232537592,4,7355,0.166884,0.1506364908199396,1569.572662550573,0.6318163024627087,0,49.0
2044-09-24,43,68550,529,Employed,Bachelor,19,22899,48,Married,3,Own,1243,0.1375307339713235,0,1,0.2520407226629924,0,Home,0,22,7,35914,1151,304625,10132,5712.5,0.8248785798113885,5,294493,0.253399,0.2955898556745501,818.6380473448886,0.3608994393601555,0,46.0
2044-09-25,41,32761,436,Employed,Bachelor,18,45133,12,Single,2,Own,140,0.2574537697708669,4,1,0.268152747912071,0,Debt Consolidation,0,23,10,1097,838,53240,9696,2730.083333333333,0.8520626181691058,1,43544,0.292133,0.2827877227909618,4361.762744067397,1.6489470079914763,0,53.0
2044-09-26,36,30973,564,Employed,Bachelor,10,58117,12,Married,0,Rent,294,0.1646029792714552,3,0,0.0524434245918456,1,Debt Consolidation,0,31,24,1266,2785,81091,47688,2581.083333333333,0.8525386864405955,6,33403,0.241117,0.2466466038278299,5514.230880197364,2.2503073826354685,0,62.0
2044-09-27,51,161048,604,Unemployed,Master,26,12023,60,Married,0,Mortgage,757,0.2175060626402837,3,1,0.442370319447072,0,Debt Consolidation,0,25,29,3887,3164,11334,77276,13420.666666666666,0.8831699261629468,6,8249,0.215023,0.2331990519695915,341.14748408712694,0.0818251068566236,1,43.2
2044-09-28,40,17072,615,Employed,Bachelor,15,6303,36,Married,1,Rent,795,0.1501948073537998,3,2,0.2902304161576046,0,Other,0,26,22,1259,1025,44440,17768,1422.6666666666667,0.8369104648260742,6,26672,0.183803,0.1756834760141983,226.5060344409592,0.7180220485761194,0,50.0
2044-09-29,48,33034,619,Employed,High School,20,37594,72,Divorced,3,Own,164,0.1600261536241269,4,0,0.3000472379467718,1,Education,0,30,12,5409,874,208368,6227,2752.833333333333,0.8304096721488416,4,202141,0.243094,0.2592299278591035,1034.0719033479495,0.4352141078941514,0,59.0
2044-09-30,18,44425,574,Employed,High School,0,33360,24,Married,1,Mortgage,245,0.3895999878258466,1,2,0.1765269897290919,0,Home,0,25,3,24450,4068,28518,12196,3702.0833333333335,0.5814882247234565,7,16322,0.22136,0.2109381549246044,1715.7629358303973,0.52963770917197,0,54.0
2044-10-01,18,26541,485,Employed,High School,0,15261,108,Married,0,Rent,244,0.5813040981807591,1,2,0.2151990478978751,0,Other,0,23,4,1209,6593,30832,10478,2211.75,0.8908805078589218,4,20354,0.3177609999999999,0.3153293163260942,426.9486561200458,0.3033564625839475,0,58.0
2044-10-02,43,49166,558,Employed,High School,19,14227,48,Single,0,Mortgage,1227,0.319018750810094,1,0,0.2888148267621887,0,Debt Consolidation,0,26,3,25369,3375,30729,18483,4097.166666666667,0.9458488499499984,4,12246,0.230227,0.2415321893768492,465.0322329166184,0.4129761785583415,0,56.0
2044-10-03,22,15449,464,Employed,High School,0,8064,84,Married,1,Own,145,0.130067304787108,3,1,0.0548536005510625,0,Home,0,16,5,1188,841,302836,30693,1287.4166666666667,0.6637751934219621,2,272143,0.301064,0.2705156869021793,214.80821655789907,0.2794807818431477,0,47.0
2044-10-04,37,15796,559,Employed,Bachelor,14,23414,36,Single,0,Rent,255,0.076307773896959,2,1,0.2219379163127264,1,Debt Consolidation,0,16,23,6117,2851,220910,111307,1316.3333333333333,0.9110059147375958,7,109603,0.2289139999999999,0.2303294038918645,906.7514559231108,0.8825663124257617,0,61.0
2044-10-05,36,30392,617,Self-Employed,Bachelor,15,24831,48,Married,1,Mortgage,752,0.136279048333418,2,1,0.2654928767703988,0,Debt Consolidation,0,24,11,3058,1644,20030,185403,2532.6666666666665,0.850209486941115,3,8480,0.211331,0.1793184166436301,728.526539155633,0.5845722055102527,0,52.0
2044-10-06,59,63236,569,Employed,Bachelor,35,15286,96,Divorced,3,Own,566,0.4654868584809447,1,2,0.2384531089957945,0,Education,0,22,6,5380,544,45239,5890,5269.666666666667,0.9570639616172586,3,39349,0.265786,0.2232492628506638,342.7961448853098,0.1724579944750413,0,55.0
2044-10-07,44,36838,581,Employed,High School,24,9433,24,Married,1,Other,655,0.3531562539614892,2,2,0.1125019960945674,0,Home,0,25,5,13229,238,21783,30633,3069.833333333333,0.7773457860541318,6,4375,0.193933,0.175709513383251,468.98085463723527,0.3661374193942891,0,53.0
2044-10-08,41,60518,522,Employed,High School,19,34185,12,Married,1,Own,567,0.4872098274613354,7,3,0.0217992402605933,0,Other,0,22,12,2981,2110,77556,105392,5043.166666666667,0.7439387142451278,5,4542,0.238185,0.2574547351095337,3261.465374456527,0.7591391733612862,0,51.0
2044-10-09,50,24133,600,Employed,Bachelor,28,26054,48,Married,1,Rent,267,0.0868580350584582,0,0,0.1604950101163999,0,Education,0,15,29,3469,625,211472,24724,2011.0833333333333,0.7145687152592719,2,186748,0.221054,0.2104484910297616,807.4088424924506,0.5342438200766341,0,44.0
2044-10-10,44,38601,629,Employed,Associate,22,28066,36,Single,5,Mortgage,707,0.0784536066032769,1,0,0.0521427718721462,0,Education,0,25,2,1741,1295,9703,8162,3216.75,0.7700073144669128,5,1541,0.198566,0.2044476001413162,1049.4042424033428,0.5460182614139559,0,51.0
2044-10-11,34,43479,623,Employed,Bachelor,15,51737,60,Married,1,Mortgage,413,0.1338981589392114,4,2,0.1517834656883017,0,Home,1,28,21,5780,1940,49190,45930,3623.25,0.8591765121355517,1,3260,0.245237,0.2278937121638055,1452.2362972378787,0.514796466497724,0,53.0
2044-10-12,52,26435,601,Employed,Associate,33,7432,48,Married,3,Mortgage,470,0.2255260073280543,1,2,0.3544640698022631,0,Auto,0,22,9,2802,3464,27586,36873,2202.9166666666665,0.8492104263831389,1,8287,0.201932,0.1615456,211.21373532200397,0.3092326394501247,0,54.0
2044-10-13,26,53486,554,Employed,Bachelor,5,21065,60,Married,0,Mortgage,521,0.1548381778468119,4,2,0.5224916954925003,0,Auto,0,29,14,9876,995,198772,92154,4457.166666666667,0.6524158107152819,5,106618,0.2490649999999999,0.248723918754958,616.7107037285898,0.2552542430681501,0,53.0
2044-10-14,43,42016,546,Employed,Bachelor,19,12874,96,Married,0,Own,238,0.1201152265644863,7,0,0.127600415022993,0,Debt Consolidation,0,23,7,3430,3465,80745,3774,3501.333333333333,0.7704745703687182,9,76971,0.274874,0.2889907491131966,345.18658959887625,0.166561287966168,0,49.0
2044-10-15,21,53417,452,Employed,Bachelor,0,22705,108,Single,1,Mortgage,588,0.22415140606934,3,2,0.3279553579575689,0,Education,0,22,22,1723,1210,28123,7580,4451.416666666667,0.7157200815658464,9,20543,0.341705,0.3527506911689481,697.9786716996921,0.2888920018045997,0,54.0
2044-10-16,42,51726,581,Unemployed,High School,20,29351,72,Married,1,Own,395,0.0663105850703839,2,0,0.3050261678606782,0,Debt Consolidation,0,29,7,320,2080,9528,8842,4310.5,0.7399788529647329,8,2861,0.253851,0.2142478681126822,727.4889607835514,0.2604080642114723,0,57.0
2044-10-17,42,17097,467,Employed,Master,21,61089,36,Married,1,Own,238,0.2997771355766572,0,1,0.8164641536960104,0,Home,0,28,12,2758,3086,170383,113688,1424.75,0.932636921287332,2,56695,0.312589,0.2789819432711254,2523.501444205467,1.9382357916865889,0,58.0
2044-10-18,60,161594,592,Unemployed,Associate,37,15317,60,Single,1,Mortgage,297,0.4160725086205201,5,1,0.3741236830404706,0,Debt Consolidation,0,25,9,10346,3796,16072,40672,13466.166666666666,0.9538238619812686,2,4446,0.224317,0.2027206303631873,408.1289845168292,0.0523630073777612,1,45.6
2044-10-19,21,15000,530,Employed,High School,2,27847,48,Married,1,Other,890,0.1186350389452875,3,0,0.5712074336144062,0,Debt Consolidation,0,26,4,9409,473,104058,105223,1250.0,0.9526539977488654,5,5293,0.257847,0.2629185604236348,943.5040685692964,1.466803254855437,0,62.0
2044-10-20,32,19951,614,Self-Employed,Bachelor,14,25014,72,Single,0,Mortgage,435,0.334409135383611,2,0,0.1753276258033089,0,Auto,0,22,4,756,750,37801,12892,1662.5833333333333,0.9916341505100276,3,24909,0.233014,0.1956299652906729,592.8365884714893,0.6182165837129905,0,55.0
2044-10-21,49,51013,645,Employed,Associate,27,15916,72,Divorced,0,Mortgage,334,0.0823933717804168,4,2,0.4345856760939205,0,Debt Consolidation,0,31,11,11928,601,66937,43127,4251.083333333333,0.8576797091010369,1,23810,0.208416,0.2282261045725683,407.7156537384436,0.1744768557987439,0,52.0
2044-10-22,44,58405,574,Self-Employed,High School,23,12506,36,Married,2,Mortgage,456,0.6431707817697891,2,1,0.4813345652109912,0,Education,0,21,7,1017,627,33439,20049,4867.083333333333,0.6863063512648713,1,13390,0.210506,0.2213401914024073,478.4773115508887,0.191999447626242,0,62.0
2044-10-23,42,38401,577,Employed,Bachelor,17,37273,48,Divorced,2,Mortgage,860,0.2739676998712799,3,0,0.1649908156109812,0,Education,0,24,29,2662,326,41568,9742,3200.083333333333,0.9486682883863364,3,31826,0.243773,0.2764352603976343,1291.452554670599,0.6723114152247907,0,51.0
2044-10-24,28,31675,595,Employed,Associate,5,18495,12,Divorced,0,Own,464,0.1425675712311136,2,2,0.3190386407028802,0,Auto,0,32,9,1739,736,184895,67827,2639.583333333333,0.9092433071132904,10,117068,0.185995,0.1637657036239705,1681.3648064675756,0.8127664618030277,0,51.0
2044-10-25,32,36750,542,Employed,Bachelor,6,17618,48,Married,1,Mortgage,396,0.387986678509077,3,1,0.4009748081681285,1,Education,0,18,21,1275,2370,86325,26343,3062.5,0.8924008342700043,3,59982,0.241618,0.2605352037306123,594.5621294220558,0.3234488585867937,0,67.0
2044-10-26,54,81982,614,Employed,Bachelor,33,35811,24,Single,3,Mortgage,570,0.7295016364462009,3,0,0.5426111468544115,0,Home,0,29,1,7761,910,163791,30062,6831.833333333333,0.8316065694487343,8,133729,0.203811,0.2386367496335957,1890.9311240214645,0.360215333710541,0,56.0
2044-10-27,39,21051,569,Employed,High School,16,10709,108,Married,2,Own,438,0.3762633955521325,3,0,0.2744454516167728,0,Auto,0,24,4,3679,902,90123,164578,1754.25,0.7870761507210107,8,1628,0.271209,0.2720887425344259,266.4778552233128,0.4015835001985536,0,57.0
2044-10-28,44,29292,508,Employed,Bachelor,22,17981,48,Single,2,Rent,192,0.2416171237623917,1,0,0.2539817734545856,1,Debt Consolidation,0,17,11,2980,1756,345843,11583,2441.0,0.8721031195711632,7,334260,0.258981,0.2747078194189877,621.2434293706386,0.3331599464853087,0,60.0
2044-10-29,38,27554,464,Employed,Associate,13,21666,36,Single,3,Mortgage,208,0.5158400071637294,1,3,0.111536395655896,0,Debt Consolidation,0,33,23,1874,833,50528,17224,2296.1666666666665,0.7248261268525336,5,33304,0.2746659999999999,0.2469797050805469,857.9792477006342,0.4642429764247518,0,53.0
2044-10-30,25,98001,501,Employed,Bachelor,3,42636,60,Married,1,Mortgage,466,0.1139213324783884,8,0,0.1370446055411117,0,Education,0,16,3,4979,1315,61325,8455,8166.75,0.9113383069316248,3,52870,0.297136,0.3241817935002163,1443.4125075330833,0.2338032274200977,0,49.0
2044-10-31,51,57484,603,Self-Employed,High School,27,22150,96,Married,0,Own,352,0.1877802637416409,1,2,0.4449867434987023,0,Home,0,28,3,4359,694,23292,8502,4790.333333333333,0.9249781138560323,7,14790,0.25565,0.2591420612070349,548.9231377101174,0.1880710746037403,0,58.0
2044-11-01,46,66144,552,Employed,Bachelor,26,18505,60,Widowed,1,Own,585,0.2823270783298939,4,1,0.1979186373044445,0,Auto,0,24,28,8889,3389,52413,3740,5512.0,0.5769457428181711,5,48673,0.2475049999999999,0.282385867905851,578.8348147600955,0.2111456485413816,0,50.0
2044-11-02,67,150777,582,Employed,Bachelor,45,14734,48,Single,1,Own,253,0.21520311613304,2,0,0.3207036226456211,0,Home,1,24,1,6236,7182,251030,17729,12564.75,0.5058919271473945,6,233301,0.218734,0.2212244009006597,465.1905041033135,0.0571591559006994,1,46.400000000000006
2044-11-03,27,98646,589,Employed,Doctorate,5,19891,60,Divorced,5,Mortgage,292,0.3910586532492203,0,1,0.4306602674202373,0,Debt Consolidation,0,15,8,460,688,207460,18065,8220.5,0.8793951221613451,5,189395,0.230391,0.2182812495380615,547.4257462929635,0.1021137091774178,1,41.6
2044-11-04,49,55522,579,Employed,Associate,24,24824,24,Married,0,Rent,498,0.1481825024742795,1,1,0.18218486758938,0,Other,0,16,7,1553,151,182637,14335,4626.833333333333,0.8216554206947423,5,168302,0.2103239999999999,0.1733247318007266,1231.324137184822,0.3737597645296975,0,46.0
2044-11-05,24,104738,527,Employed,High School,6,21032,72,Single,1,Other,532,0.1421771008708441,3,0,0.3286025472642226,0,Home,0,22,3,426,1012,40946,5689,8728.166666666666,0.8898513893369849,5,35257,0.272532,0.2787287941147801,604.1742560012948,0.1301732997767337,0,55.0
2044-11-06,41,24897,536,Employed,Associate,19,30221,48,Married,1,Own,282,0.0833601491242892,2,1,0.2485756657491542,0,Debt Consolidation,0,25,15,657,2557,7901,7663,2074.75,0.7493746721274873,3,8826,0.257221,0.274413797779137,1043.6292122962038,0.6389344317610333,0,53.0
2044-11-07,51,43431,645,Employed,High School,29,29887,60,Married,2,Other,382,0.3322964102417784,0,1,0.3519055769112369,0,Auto,0,18,14,3328,1901,118462,174267,3619.25,0.6888600022260636,6,4397,0.212387,0.2324281171214727,846.7032131483602,0.3394911136695062,0,52.0
2044-11-08,18,77710,458,Employed,Associate,0,19366,36,Married,2,Mortgage,1219,0.4449498943708391,1,0,0.4462588696250479,0,Auto,0,23,1,9098,3054,77515,27134,6475.833333333333,0.6158752628327566,6,50381,0.275366,0.2688075023657092,789.3826773411986,0.3101350164469744,0,59.0
2044-11-09,37,15000,536,Employed,Master,15,49168,96,Single,0,Mortgage,417,0.3128188710855188,1,0,0.0355424665009512,0,Education,0,24,26,4168,5386,53993,21517,1250.0,0.7916890496519756,4,32476,0.316168,0.3004646980512223,1357.4808719391276,1.419584697551302,0,52.0
2044-11-10,33,25455,616,Employed,High School,14,28425,36,Single,3,Mortgage,1071,0.2740285214554365,5,1,0.5689809688746658,0,Home,0,22,21,399,2778,24506,41007,2121.25,0.6770145488777547,6,4014,0.205425,0.1933511004244713,1046.769717380437,0.9983593246342662,0,57.0
2044-11-11,31,81886,630,Employed,Associate,13,23945,48,Single,2,Mortgage,601,0.7553407143610255,3,2,0.2146508953092389,0,Debt Consolidation,0,21,26,4440,1411,47325,7355,6823.833333333333,0.95627053753711,6,39970,0.203945,0.1983219778855152,726.515960817338,0.1945410879736225,1,40.0
2044-11-12,44,44964,629,Employed,Bachelor,22,13339,36,Married,2,Other,192,0.4618497685257355,1,0,0.1589094063345034,0,Auto,0,23,15,2519,1372,169565,90204,3747.0,0.8960710612613363,8,79361,0.183839,0.1970114572480845,493.69618885850537,0.1829987160017361,1,37.6
2044-11-13,53,69516,502,Employed,High School,31,30523,24,Single,4,Mortgage,223,0.2279397746371437,2,0,0.3823901575325661,0,Debt Consolidation,0,29,19,1516,219,67681,40345,5793.0,0.8792053851306073,0,27336,0.254523,0.2232407018014856,1588.365911016344,0.3126818420535722,0,54.0
2044-11-14,38,15000,566,Employed,Associate,16,19893,60,Single,1,Rent,138,0.1941714177079515,4,0,0.3403709693267187,0,Auto,0,23,8,5036,433,113268,4477,1250.0,0.790221533068477,5,108791,0.2418929999999999,0.2383754825663741,570.4069088990393,0.5667255271192314,0,52.0
2044-11-15,42,42713,660,Employed,Master,19,14426,84,Single,1,Mortgage,424,0.1124926860976698,5,0,0.2915893468646631,0,Home,0,22,3,1206,744,63496,42060,3559.4166666666665,0.9381695583233308,10,21436,0.209426,0.1738522304049593,298.02735889569203,0.202849912362707,0,49.0
2044-11-16,41,79096,611,Employed,High School,20,36163,48,Divorced,1,Own,381,0.3277124612428941,6,2,0.4575410250864508,0,Education,0,27,25,4283,584,46225,15616,6591.333333333333,0.872085160022405,4,30609,0.225663,0.1960393388137058,1092.8364555636329,0.2236021728881813,0,53.0
2044-11-17,40,23815,506,Self-Employed,Bachelor,14,40802,36,Divorced,0,Rent,194,0.5128694327829564,4,1,0.0318455456502868,0,Education,0,23,24,7904,423,21907,17674,1984.5833333333333,0.961289977951404,8,4233,0.272802,0.2561689959060189,1635.6225396700022,0.92191771891833,0,56.0
2044-11-18,26,70511,602,Unemployed,High School,4,16896,24,Married,0,Rent,159,0.5144704744813534,3,1,0.0109006107028502,0,Debt Consolidation,1,33,9,8554,1417,213264,14463,5875.916666666667,0.7037142870021817,4,198801,0.1908959999999999,0.1527167999999999,821.4130087345707,0.1668527762308696,1,43.2
2044-11-19,53,63693,627,Employed,Bachelor,28,16443,12,Married,0,Own,695,0.2432727951029441,2,2,0.3853624732830786,0,Home,1,19,16,7322,1771,30504,69260,5307.75,0.8641708318921297,7,9502,0.167943,0.1728497802850608,1501.9044120321057,0.4139050279369047,0,57.0
2044-11-20,43,21856,578,Employed,High School,24,11910,48,Married,1,Rent,407,0.2877554917475006,4,1,0.2595432221603155,0,Auto,0,31,28,3237,4474,67495,13459,1821.3333333333333,0.8216094731871417,3,54036,0.21791,0.2392158277122974,387.7717217512729,0.4363680756321045,0,52.0
